Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
38,Tony Campbell\campbto01,SF,25,LAL,13,1,18.6,4.4,7.8,0.564,0.1,0.2,0.333,4.3,7.5,0.571,0.569,2.2,3,0.718,0.6,1.5,2.1,1.2,0.8,0.2,2,3.2,11
39,Rick Carlisle\carliri01,SG,28,NYK,26,0,7.8,1.1,2.6,0.433,0.2,0.7,0.353,0.9,1.9,0.46,0.478,0.4,0.4,0.909,0.2,0.3,0.5,1.2,0.4,0.2,0.8,1.5,2.8
40,Antoine Carr\carran01,PF,26,ATL,80,2,18.5,3.5,6.5,0.544,0,0.1,0.25,3.5,6.4,0.546,0.544,1.8,2.3,0.78,1.2,2.4,3.6,1.3,0.5,1,1.5,3.4,8.8
41,Joe Barry Carroll\carrojo01,C,29,TOT,77,30,26,5.2,12,0.435,0,0,0,5.2,12,0.436,0.435,2.2,2.9,0.764,1.7,4.6,6.4,1.5,0.6,1.4,2.1,2.5,12.7
41,Joe Barry Carroll\carrojo01,C,29,GSW,14,14,29.1,5.6,14.9,0.378,0,0.1,0,5.6,14.9,0.38,0.378,4.2,5.3,0.797,1.5,5.1,6.6,1.4,0.9,1.8,3.1,3.3,15.5
41,Joe Barry Carroll\carrojo01,C,29,HOU,63,16,25.3,5.1,11.3,0.452,0,0,0,5.1,11.3,0.452,0.452,1.8,2.4,0.748,1.7,4.5,6.3,1.5,0.6,1.3,1.9,2.4,12
42,Bill Cartwright\cartwbi01,C,30,NYK,82,4,20.4,3.5,6.4,0.544,0,0,,3.5,6.4,0.544,0.544,4.1,5.2,0.798,1.5,3.1,4.7,1,0.5,0.5,1.6,2.9,11.1
43,Terry Catledge\catlete01,PF,24,WSB,70,40,23,4.2,8.4,0.506,0,0,0,4.2,8.3,0.508,0.506,2.2,3.4,0.655,2.6,3.1,5.7,0.9,0.5,0.1,1.4,2.5,10.7
44,Tom Chambers\chambto01,PF,28,SEA,82,82,32.7,7.5,16.6,0.448,0.4,1.3,0.303,7,15.3,0.461,0.46,5.1,6.3,0.807,1.6,4.3,6,2.6,1.1,0.6,2.5,3.6,20.4
45,Maurice Cheeks*\cheekma01,PG,31,PHI,79,79,36.3,5.4,10.9,0.495,0,0.3,0.136,5.4,10.7,0.504,0.497,2.9,3.5,0.825,0.7,2.5,3.2,8,2.1,0.3,2,1.5,13.7
46,Ben Coleman\colembe01,PF,26,TOT,70,24,21.4,3.2,6.5,0.499,0,0,0,3.2,6.4,0.502,0.499,2,2.6,0.762,1.7,3.3,5,0.9,0.6,0.6,1.8,3.3,8.5
46,Ben Coleman\colembe01,PF,26,NJN,27,10,24.3,4.3,8.9,0.483,0,0.1,0,4.3,8.8,0.487,0.483,2.4,3.1,0.774,2.1,4.3,6.4,1.4,1,0.6,2.7,4.1,11
46,Ben Coleman\colembe01,PF,26,PHI,43,14,19.6,2.6,5,0.516,0,0,0,2.6,4.9,0.519,0.516,1.8,2.3,0.752,1.3,2.8,4.1,0.5,0.3,0.6,1.3,2.8,6.9
47,Norris Coleman\colemno01,SF,26,LAC,29,11,14.9,2.3,6.6,0.346,0,0.1,0.5,2.2,6.5,0.344,0.348,0.7,1.2,0.556,1.2,1.6,2.8,0.4,0.4,0.2,0.6,1.8,5.3
48,Steve Colter\coltest01,PG,25,TOT,68,53,22.3,3,6.5,0.46,0,0.1,0.3,2.9,6.3,0.464,0.464,1.1,1.4,0.789,0.9,1.7,2.5,3.8,0.9,0.2,1.3,1.9,7.1
48,Steve Colter\coltest01,PG,25,PHI,12,0,12.7,1.3,3.3,0.375,0,0,,1.3,3.3,0.375,0.375,0.6,0.8,0.778,0.6,0.9,1.5,2.2,0.5,0,0.9,1.7,3.1
48,Steve Colter\coltest01,PG,25,WSB,56,53,24.3,3.4,7.2,0.469,0.1,0.2,0.3,3.3,7,0.473,0.473,1.2,1.5,0.791,0.9,1.9,2.8,4.2,1,0.3,1.4,2,8
49,Dallas Comegys\comegda01,PF,23,NJN,75,17,15,2.1,4.8,0.43,0,0,0,2.1,4.8,0.431,0.43,1.4,2,0.707,0.7,2.2,2.9,0.9,0.5,0.9,1.5,2.3,5.6
50,Lester Conner\connele01,PG,28,HOU,52,3,7.7,1,2.1,0.463,0,0.1,0,1,1.9,0.495,0.463,0.6,0.8,0.78,0.4,0.3,0.7,1.1,0.7,0,0.6,0.6,2.5
51,Jeff Cook\cookje01,PF,31,PHO,33,0,10.9,0.4,1.8,0.237,0,0,0,0.4,1.8,0.241,0.237,0.7,0.8,0.821,1.1,2.1,3.2,0.4,0.3,0.2,0.4,1.9,1.5
52,Michael Cooper\coopemi01,SG,31,LAL,61,8,29.4,3.1,7.9,0.392,0.9,2.9,0.32,2.2,5,0.434,0.451,1.6,1.9,0.858,0.8,2.9,3.7,4.7,1.1,0.4,1.7,2.2,8.7
53,Wayne Cooper\coopewa01,C,31,DEN,45,32,19.2,2.6,6,0.437,0,0,0,2.6,6,0.439,0.437,1.1,1.5,0.746,2.2,3.8,6,0.7,0.3,2.1,1.3,3.2,6.4
54,Tyrone Corbin\corbity01,SF,25,TOT,84,5,20.7,3.1,6.3,0.49,0,0.1,0.167,3,6.2,0.493,0.49,1.3,1.6,0.797,1.5,2.7,4.2,1.4,0.9,0.2,1.2,2.2,7.4
54,Tyrone Corbin\corbity01,SF,25,CLE,54,4,21.3,2.9,6,0.491,0,0.1,0,2.9,5.9,0.495,0.491,1.4,1.8,0.786,1.5,2.6,4.1,1,0.8,0.3,1.2,2.4,7.3
54,Tyrone Corbin\corbity01,SF,25,PHO,30,1,19.7,3.3,6.8,0.488,0,0.1,0.333,3.3,6.7,0.49,0.49,1.1,1.3,0.825,1.6,2.7,4.3,2,1,0.1,1.3,1.8,7.7
55,Dave Corzine\corzida01,C,31,CHI,80,32,29.1,4.3,8.9,0.481,0,0.1,0.111,4.3,8.8,0.486,0.482,1.4,1.9,0.752,2.1,4.5,6.6,1.9,0.5,1.2,1.4,1.9,10.1
56,Winston Crite\critewi01,SF,22,PHO,29,0,8.9,1.2,2.3,0.5,0,0,,1.2,2.3,0.5,0.5,0.7,0.9,0.76,0.9,1.3,2.2,0.5,0.2,0.3,0.9,1.4,3
57,Pat Cummings\cummipa01,PF,31,NYK,62,9,15.3,2.3,5,0.456,0,0,0,2.3,4.9,0.458,0.456,1,1.3,0.738,1.3,2.5,3.8,0.6,0.3,0.2,1,2.3,5.5
58,Terry Cummings\cummite01,PF,26,MIL,76,76,34.6,8.9,18.3,0.485,0,0,0.333,8.9,18.3,0.485,0.485,3.6,5.3,0.665,2.4,4.9,7.3,2.4,1,0.6,2.2,3.6,21.3
59,Earl Cureton\curetea01,PF,30,LAC,69,11,16.3,1.9,4.5,0.429,0,0,0,1.9,4.4,0.433,0.429,0.5,0.9,0.524,1.4,2.5,3.9,0.9,0.5,0.5,0.8,2,4.3
60,Dell Curry\curryde01,SG,23,CLE,79,8,19,4.3,9.4,0.458,0.4,1,0.346,3.9,8.4,0.472,0.477,1,1.3,0.782,0.5,1.6,2.1,1.9,1.2,0.3,1.4,1.6,10
61,Quintin Dailey\dailequ01,SG,27,LAC,67,7,19.1,4.9,11.3,0.434,0,0.2,0.167,4.9,11.1,0.439,0.436,3.6,4.7,0.776,0.9,1.4,2.3,1.6,1,0.1,1.8,1.9,13.4
62,Adrian Dantley*\dantlad01,SF,32,DET,69,50,31.1,6.4,12.5,0.514,0,0,0,6.4,12.5,0.516,0.514,7.1,8.3,0.86,1.2,2.1,3.3,2.5,0.6,0.1,2,2.1,20
63,Brad Daugherty\daughbr01,C,22,CLE,79,78,37.4,7,13.7,0.51,0,0,0,7,13.7,0.511,0.51,4.8,6.7,0.716,1.9,6.5,8.4,4.2,0.6,0.7,3.4,3,18.7
64,Brad Davis\davisbr01,PG,32,DAL,75,12,19.7,2.8,5.5,0.501,0.4,1,0.405,2.4,4.5,0.522,0.537,1.2,1.4,0.843,0.2,1.1,1.4,4,0.7,0.2,1.2,2,7.2
65,Charles Davis\davisch02,SF,29,TOT,21,0,10.8,2.3,5.5,0.417,0,0.8,0.059,2.2,4.7,0.48,0.422,0.3,0.5,0.7,0.8,1.2,2,1,0.1,0.2,0.9,1.4,5
65,Charles Davis\davisch02,SF,29,MIL,5,0,7.8,1.2,3.6,0.333,0,0.4,0,1.2,3.2,0.375,0.333,0,0,,0.2,0.4,0.6,0.6,0.4,0.2,1,0.8,2.4
65,Charles Davis\davisch02,SF,29,SAS,16,0,11.7,2.6,6.1,0.433,0.1,0.9,0.067,2.6,5.1,0.5,0.438,0.4,0.6,0.7,0.9,1.4,2.4,1.1,0,0.2,0.8,1.6,5.8
66,Walter Davis\daviswa03,SF,33,PHO,68,48,28.7,7.2,15.2,0.473,0.5,1.4,0.375,6.6,13.8,0.483,0.491,3,3.4,0.887,0.5,1.9,2.3,4.1,1.3,0,1.9,1.9,17.9
67,Darryl Dawkins\dawkida01,C,31,TOT,6,0,5.5,0.3,1.5,0.222,0,0,,0.3,1.5,0.222,0.222,1,2.5,0.4,0.3,0.5,0.8,0.3,0,0.3,1.2,2.3,1.7
67,Darryl Dawkins\dawkida01,C,31,UTA,4,0,6.5,0.3,1.8,0.143,0,0,,0.3,1.8,0.143,0.143,1,3,0.333,0.5,0.8,1.3,0.3,0,0.3,1,2.5,1.5
67,Darryl Dawkins\dawkida01,C,31,DET,2,0,3.5,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,1,1.5,0.667,0,0,0,0.5,0,0.5,1.5,2,2
68,Johnny Dawkins\dawkijo01,PG,24,SAS,65,61,33.5,6.2,12.8,0.485,0.3,0.9,0.311,5.9,11.9,0.499,0.496,3,3.4,0.896,1,2.1,3.1,7.4,1.4,0,2.4,1.5,15.8
69,Darren Daye\dayeda01,SF,27,BOS,47,8,13.9,2.4,4.6,0.516,0,0,0,2.4,4.6,0.519,0.516,1.3,1.9,0.678,0.6,1,1.6,1.5,0.6,0.1,0.9,1.4,6
70,James Donaldson\donalja01,C,30,DAL,81,81,31.1,2.6,4.7,0.558,0,0,,2.6,4.7,0.558,0.558,1.8,2.3,0.778,3,6.3,9.3,0.8,0.5,1.3,1.4,2.2,7
71,Billy Donovan\donovbi01,PG,22,NYK,44,0,8.3,1,2.5,0.404,0,0.2,0,1,2.3,0.431,0.404,0.4,0.5,0.81,0.1,0.5,0.6,2,0.4,0,1,0.8,2.4
72,Greg Dreiling\dreilgr01,C,25,IND,20,0,3.7,0.4,0.9,0.471,0,0,,0.4,0.9,0.471,0.471,0.9,1.3,0.692,0.2,0.7,0.9,0.3,0.1,0.2,0.6,1,1.7
73,Larry Drew\drewla01,PG,29,LAC,74,51,27.4,4.4,9.7,0.456,0.4,1.2,0.289,4.1,8.5,0.479,0.474,1.1,1.5,0.769,0.3,1.3,1.6,5.2,0.9,0,2.1,1.5,10.3
74,Clyde Drexler*\drexlcl01,SG,25,POR,81,80,37.8,10.5,20.7,0.506,0.1,0.6,0.212,10.3,20.1,0.515,0.509,5.9,7.2,0.811,3.2,3.4,6.6,5.8,2.5,0.6,2.9,3.1,27
75,Kevin Duckworth\duckwke01,C,23,POR,78,50,28.5,5.8,11.6,0.496,0,0,,5.8,11.6,0.496,0.496,4.2,5.5,0.77,2.9,4.5,7.4,0.8,0.4,0.4,2.3,3.6,15.8
76,Chris Dudley\dudlech02,C,22,CLE,55,1,9.3,1.2,2.5,0.474,0,0,,1.2,2.5,0.474,0.474,0.7,1.3,0.563,1.3,1.3,2.6,0.4,0.2,0.3,0.6,1.6,3.1
77,Joe Dumars*\dumarjo01,SG,24,DET,82,82,33.3,5.5,11.7,0.472,0,0.2,0.211,5.5,11.5,0.477,0.474,3.1,3.8,0.815,0.8,1.7,2.4,4.7,1.1,0.2,2.1,1.9,14.2
78,T.R. Dunn\dunntr01,SG,32,DEN,82,1,18.7,0.9,1.9,0.449,0,0,0,0.9,1.9,0.452,0.449,0.5,0.6,0.769,1.3,1.6,2.9,1.1,1.2,0.1,0.3,1.9,2.2
79,Mark Eaton\eatonma01,C,31,UTA,82,82,33.3,2.8,6.6,0.418,0,0,,2.8,6.6,0.418,0.418,1.5,2.3,0.623,2.8,5.9,8.7,0.7,0.5,3.7,1.6,3.9,7
80,Franklin Edwards\edwarfr01,PG,28,SAC,16,11,25.9,3.4,7.2,0.47,0,0.1,0,3.4,7.1,0.478,0.47,1.5,2,0.75,0.3,0.9,1.2,5.8,0.6,0.1,2.9,0.6,8.3
81,James Edwards\edwarja01,C,32,TOT,69,44,24.7,4.4,9.3,0.47,0,0,0,4.4,9.3,0.47,0.47,3,4.7,0.654,1.7,4.2,6,1.1,0.2,0.5,1.9,3.1,11.8
81,James Edwards\edwarja01,C,32,PHO,43,42,32,5.9,12.6,0.469,0,0,0,5.9,12.6,0.47,0.469,3.8,6,0.635,2.3,5.5,7.8,1.7,0.3,0.7,2.5,3.7,15.7
81,James Edwards\edwarja01,C,32,DET,26,2,12.6,1.8,3.9,0.475,0,0,,1.8,3.9,0.475,0.475,1.7,2.3,0.738,0.8,2.1,3,0.2,0.1,0.2,0.8,2.2,5.4
82,Craig Ehlo\ehlocr01,SG,26,CLE,79,27,21.6,2.9,6.1,0.466,0.3,0.8,0.344,2.6,5.3,0.485,0.489,1.1,1.7,0.674,1.1,2.4,3.5,2.6,1,0.4,1.4,2.3,7.1
83,Dale Ellis\ellisda01,SG,27,SEA,75,73,37.2,10.2,20.3,0.503,1.4,3.5,0.413,8.8,16.8,0.521,0.538,4,5.3,0.767,2.2,2.3,4.5,2.6,1,0.1,2.3,2.9,25.8
84,Chris Engler\englech01,C,28,NJN,54,0,7.4,0.7,1.6,0.409,0,0,,0.7,1.6,0.409,0.409,0.6,0.6,0.886,0.6,1.2,1.8,0.3,0.2,0.1,0.5,1.4,1.9
85,Alex English*\englial01,SF,34,DEN,80,80,35.2,10.5,21.3,0.495,0,0.1,0,10.5,21.2,0.496,0.495,3.9,4.7,0.828,2.1,2.6,4.7,4.7,0.9,0.3,2.3,2.4,25
86,Mike Evans\evansmi01,PG,32,DEN,56,0,11.7,2.5,5.5,0.453,0.6,1.6,0.396,1.8,3.9,0.477,0.511,0.5,0.7,0.811,0.2,0.7,0.9,1.4,0.6,0.1,0.8,1.4,6.1
87,Patrick Ewing*\ewingpa01,C,25,NYK,82,82,31,8,14.4,0.555,0,0,0,8,14.4,0.556,0.555,4.2,5.8,0.716,3,5.3,8.2,1.5,1.3,3,3.5,4,20.2
88,Jim Farmer\farmeji01,SG,23,DAL,30,0,5.2,0.9,2.3,0.377,0,0.2,0,0.9,2.1,0.413,0.377,0.3,0.3,0.9,0.3,0.3,0.6,0.5,0.1,0,0.7,0.6,2
89,Dave Feitl\feitlda01,C,25,GSW,70,19,16.1,2.6,5.8,0.45,0,0.1,0,2.6,5.7,0.455,0.45,1.3,1.9,0.701,1.2,3.6,4.8,0.8,0.2,0.1,1.2,2.1,6.5
90,Kenny Fields\fieldke01,SF,25,LAC,7,0,22,2.3,5.1,0.444,0,0,,2.3,5.1,0.444,0.444,2.9,3.7,0.769,1.9,2.3,4.1,1.4,0.7,0.3,2.7,2.4,7.4
91,Vern Fleming\flemive01,PG,25,IND,80,80,34.2,5.5,10.6,0.523,0,0.2,0,5.5,10.4,0.531,0.523,2.8,3.5,0.802,1.3,3.2,4.6,7.1,1.4,0.1,2.2,2.8,13.9
92,Sleepy Floyd\floydsl01,PG,27,TOT,77,73,32.6,5.5,12.6,0.433,0.2,0.9,0.194,5.3,11.6,0.453,0.441,3.9,4.6,0.85,1,2.8,3.8,7.1,1.2,0.2,2.9,2.5,15
92,Sleepy Floyd\floydsl01,PG,27,GSW,18,18,37.8,7.3,16.7,0.439,0.1,1.1,0.05,7.3,15.6,0.466,0.44,6.4,7.7,0.835,1.4,3.6,5.1,9.9,1.5,0.1,3.7,2.6,21.2
92,Sleepy Floyd\floydsl01,PG,27,HOU,59,55,31.1,4.9,11.3,0.431,0.2,0.9,0.25,4.7,10.4,0.446,0.441,3.1,3.6,0.86,0.9,2.6,3.5,6.2,1.2,0.2,2.6,2.4,13.1
93,Tellis Frank\frankte01,PF,22,GSW,78,29,20.5,3.1,7.2,0.428,0,0,0,3.1,7.2,0.429,0.428,1.9,2.7,0.725,1.2,3,4.2,1.4,0.7,0.3,1.4,3.4,8.1
94,World B. Free\freewo01,SG,34,HOU,58,0,11.8,2.5,6,0.409,0.1,0.6,0.229,2.3,5.4,0.429,0.42,1.4,1.7,0.8,0.2,0.5,0.8,1,0.3,0.1,0.8,1.3,6.4
95,Kevin Gamble\gamblke01,SF,22,POR,9,0,2.1,0,0.3,0,0,0.1,0,0,0.2,0,0,0,0,,0.2,0.1,0.3,0.1,0.2,0,0.2,0.2,0
96,Winston Garland\garlawi01,PG,23,GSW,67,62,31.7,5.1,11.6,0.439,0.2,0.6,0.333,4.9,11,0.444,0.447,2.1,2.3,0.879,1,2.4,3.4,6.4,1.7,0.1,2.5,2.8,12.4
97,Armen Gilliam\gilliar01,PF,23,PHO,55,53,32.9,6.2,13.1,0.475,0,0,,6.2,13.1,0.475,0.475,2.4,3.5,0.679,2.4,5.5,7.9,1.3,1.1,0.5,2.2,2.6,14.8
98,Artis Gilmore*\gilmoar01,C,38,TOT,71,27,12.6,1.4,2.5,0.547,0,0,,1.4,2.5,0.547,0.547,0.9,1.8,0.523,1,2,3,0.3,0.2,0.4,0.9,2.1,3.7
98,Artis Gilmore*\gilmoar01,C,38,CHI,24,23,15.5,1.7,3.3,0.513,0,0,,1.7,3.3,0.513,0.513,0.8,1.5,0.514,0.6,2,2.6,0.4,0.2,0.5,1.2,2.3,4.2
98,Artis Gilmore*\gilmoar01,C,38,BOS,47,4,11.1,1.2,2.1,0.574,0,0,,1.2,2.1,0.574,0.574,1,1.9,0.527,1.1,2,3.1,0.3,0.2,0.4,0.8,2,3.5
99,Mike Gminski\gminsmi01,C,28,TOT,81,81,36.6,6.2,13.9,0.448,0,0,0,6.2,13.9,0.449,0.448,4.4,4.8,0.906,3,7,10,1.7,0.8,1.5,2.2,2.2,16.9
99,Mike Gminski\gminsmi01,C,28,NJN,34,34,35.1,6.3,13.9,0.454,0,0.1,0,6.3,13.9,0.456,0.454,4.2,4.9,0.861,2.4,7,9.4,1.6,0.8,1,2.4,2.3,16.9
