Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
20,John Battle\battljo01,SG,27,ATL,60,48,24.6,4.6,9.1,0.506,0,0.2,0.154,4.6,8.9,0.514,0.507,1.7,2.3,0.756,0.5,1.2,1.7,2.6,0.5,0.1,1.5,1.9,10.9
21,Kenny Battle\battlke01,SG,25,PHO,59,8,12.4,1.6,2.9,0.547,0,0.1,0.25,1.6,2.8,0.554,0.55,0.9,1.4,0.671,0.7,1.4,2.1,0.6,0.6,0.2,0.5,1.6,4.1
22,William Bedford\bedfowi01,C,26,DET,42,0,5.9,1.3,3,0.432,0,0.1,0.167,1.3,2.8,0.445,0.436,0.2,0.5,0.409,0.4,1,1.4,0.1,0.1,0.4,0.5,0.9,2.8
23,Benoit Benjamin\benjabe01,C,25,LAC,71,58,32.6,5.1,9.7,0.526,0,0,0,5.1,9.7,0.527,0.526,3.3,4.5,0.732,2.2,7.1,9.3,2.2,0.8,2.6,2.6,3.1,13.5
24,Winston Bennett\bennewi01,SF,24,CLE,55,34,18,2.5,5.2,0.479,0,0,,2.5,5.2,0.479,0.479,1.2,1.7,0.667,1.5,1.9,3.4,1,0.4,0.2,1.1,2.4,6.1
25,Larry Bird*\birdla01,SF,33,BOS,75,75,39.3,9.6,20.2,0.473,0.9,2.6,0.333,8.7,17.6,0.494,0.495,4.3,4.6,0.93,1.2,8.3,9.5,7.5,1.4,0.8,3.2,2.3,24.3
26,Uwe Blab\blabuw01,C,27,TOT,47,33,11.3,0.8,2.1,0.398,0,0,,0.8,2.1,0.398,0.398,0.4,0.8,0.541,0.6,1.7,2.3,0.5,0,0.5,0.7,2.2,2.1
26,Uwe Blab\blabuw01,C,27,GSW,40,33,12,0.8,2.2,0.379,0,0,,0.8,2.2,0.379,0.379,0.4,0.8,0.548,0.7,1.8,2.5,0.6,0,0.6,0.8,2.3,2.1
26,Uwe Blab\blabuw01,C,27,SAS,7,0,7.1,0.9,1.6,0.545,0,0,,0.9,1.6,0.545,0.545,0.4,0.9,0.5,0.1,1.1,1.3,0.1,0,0,0.7,1.3,2.1
27,Rolando Blackman\blackro01,SG,30,DAL,80,80,36.7,7.8,15.7,0.498,0.2,0.5,0.302,7.7,15.2,0.505,0.504,3.6,4.3,0.844,1.1,2.4,3.5,3.6,1,0.3,2.2,1.6,19.4
28,Mookie Blaylock\blaylmo01,PG,22,NJN,50,17,25.3,4.2,11.4,0.371,0.4,1.6,0.225,3.9,9.8,0.395,0.387,1.3,1.6,0.778,0.8,2,2.8,4.2,1.6,0.3,2.2,2.2,10.1
29,Muggsy Bogues\boguemu01,PG,25,CHH,81,65,33.9,4,8.2,0.491,0.1,0.3,0.192,4,7.9,0.503,0.495,1.3,1.7,0.791,0.6,2,2.6,10.7,2,0,1.8,2.1,9.4
30,Manute Bol\bolma01,C,27,GSW,75,20,17.5,0.7,2.3,0.331,0.1,0.6,0.188,0.6,1.6,0.388,0.358,0.3,0.7,0.51,0.4,3.2,3.7,0.5,0.2,3.2,0.7,2.6,1.9
31,Anthony Bowie\bowiean01,SG,26,HOU,66,0,13.9,1.8,4.4,0.406,0.1,0.3,0.286,1.7,4.1,0.415,0.416,0.6,0.8,0.741,0.5,1.2,1.8,1.5,0.6,0.1,0.9,1.2,4.3
32,Sam Bowie\bowiesa01,C,28,NJN,68,54,32.5,5.1,12.3,0.416,0.1,0.5,0.323,5,11.8,0.42,0.422,4.3,5.6,0.776,3,7.1,10.1,1.3,0.6,1.8,1.8,3.1,14.7
33,Adrian Branch\brancad01,SF,26,MIN,11,0,8.3,2.3,5.5,0.41,0.1,0.1,1,2.2,5.5,0.4,0.418,1.3,2,0.636,0.7,1.1,1.8,0.4,0.5,0,0.7,1.3,5.9
34,Randy Breuer\breuera01,C,29,TOT,81,55,23.2,3.7,8.6,0.428,0,0,0,3.7,8.6,0.429,0.428,1.6,2.4,0.653,1.9,3.2,5.1,1.2,0.5,1.3,1.2,2.4,8.9
34,Randy Breuer\breuera01,C,29,MIL,30,8,18.5,2.9,6.2,0.462,0,0,,2.9,6.2,0.462,0.462,1.1,1.7,0.627,1.4,2.8,4.2,0.4,0.3,1.1,0.9,2.1,6.8
34,Randy Breuer\breuera01,C,29,MIN,51,47,26,4.2,10,0.416,0,0,0,4.2,10,0.417,0.416,1.8,2.8,0.662,2.2,3.5,5.7,1.6,0.6,1.5,1.3,2.6,10.2
35,Frank Brickowski\brickfr01,C,30,SAS,78,12,18.4,2.7,5,0.545,0,0,0,2.7,4.9,0.548,0.545,1.2,1.8,0.674,1.1,3.1,4.2,1.3,0.8,0.5,1.2,2.9,6.6
36,Scott Brooks\brooksc01,PG,24,PHI,72,1,13.5,1.7,3.8,0.431,0.4,1.1,0.392,1.2,2.7,0.447,0.487,0.7,0.8,0.877,0.2,0.7,0.9,2.9,0.7,0,0.5,1.5,4.4
37,Chucky Brown\brownch01,SF,21,CLE,75,35,17.9,2.8,6,0.47,0,0.1,0,2.8,5.9,0.477,0.47,1.7,2.2,0.762,1.1,2,3.1,0.7,0.4,0.3,0.9,2,7.3
38,Mike Brown\brownmi01,C,26,UTA,82,0,17,2.2,4.2,0.515,0,0,0.5,2.1,4.2,0.515,0.516,1.9,2.4,0.789,1.4,3.2,4.5,0.6,0.4,0.3,1.1,2.3,6.2
39,Raymond Brown\brownra01,PF,24,UTA,16,0,3.5,0.5,1.8,0.286,0,0,,0.5,1.8,0.286,0.286,0,0.1,0,0.6,0.3,0.9,0.3,0,0,0.4,0.7,1
40,Tony Brown\brownto01,SF,29,MIL,61,10,10.4,1.4,3.4,0.427,0.1,0.3,0.25,1.4,3,0.446,0.439,0.6,0.9,0.679,0.6,0.5,1.2,0.7,0.5,0.1,0.8,1.3,3.6
41,Stanley Brundy\brundst01,SF,22,NJN,16,0,8,0.9,1.9,0.5,0,0,,0.9,1.9,0.5,0.5,0.4,1.1,0.389,0.9,0.7,1.6,0.2,0.4,0.3,0.4,1.5,2.3
42,Mark Bryant\bryanma01,PF,24,POR,58,0,9.7,1.2,2.6,0.458,0,0,,1.2,2.6,0.458,0.458,0.5,0.9,0.56,0.9,1.6,2.5,0.2,0.3,0.2,0.4,1.6,2.9
43,Torgeir Bryn\brynto01,C,25,LAC,3,0,3.3,0,0.7,0,0,0,,0,0.7,0,0,1.3,2,0.667,0,0.7,0.7,0,0.7,0.3,0.3,1.7,1.3
44,Steve Bucknall\bucknst01,SG,23,LAL,18,0,4.2,0.5,1.8,0.273,0,0.1,0,0.5,1.8,0.281,0.273,0.3,0.3,0.833,0.3,0.1,0.4,0.6,0.1,0.1,0.6,0.6,1.3
45,Greg Butler\butlegr01,C,23,NYK,13,0,2.5,0.2,0.9,0.25,0,0,,0.2,0.9,0.25,0.25,0,0.2,0,0.2,0.5,0.7,0.1,0,0,0.2,0.6,0.5
46,Michael Cage\cagemi01,C,28,SEA,82,82,31.6,4,7.9,0.504,0,0,,4,7.9,0.504,0.504,1.8,2.6,0.698,3.7,6.3,10,0.9,1,0.5,1.1,2.8,9.7
47,Adrian Caldwell\caldwad01,PF,23,HOU,51,0,6.5,0.8,1.5,0.553,0,0,,0.8,1.5,0.553,0.553,0.3,0.5,0.464,0.7,1.4,2.1,0.1,0.2,0.4,0.6,1.4,1.9
48,Tony Campbell\campbto01,SG,27,MIN,82,81,38.6,8.8,19.3,0.457,0.1,0.7,0.167,8.7,18.6,0.468,0.46,5.5,6.9,0.787,2.5,3,5.5,2.6,1.4,0.4,3.1,3.2,23.2
49,Rick Carlisle\carliri01,SG,30,NJN,5,0,4.2,0.2,1.4,0.143,0,0.6,0,0.2,0.8,0.25,0.143,0,0,,0,0,0,1,0.2,0.2,0.8,1.4,0.4
50,Antoine Carr\carran01,PF,28,TOT,77,4,22.4,4.6,9.4,0.494,0,0.1,0,4.6,9.3,0.499,0.494,3.1,3.9,0.795,1.5,2.7,4.2,1.5,0.4,0.9,1.6,3.2,12.3
50,Antoine Carr\carran01,PF,28,ATL,44,0,18.3,2.9,5.6,0.516,0,0.1,0,2.9,5.5,0.525,0.516,1.8,2.3,0.775,1.1,2.3,3.4,1.2,0.3,0.8,1.2,2.9,7.6
50,Antoine Carr\carran01,PF,28,SAC,33,4,28,6.9,14.3,0.482,0,0.1,0,6.9,14.2,0.485,0.482,4.8,5.9,0.806,2,3.3,5.2,2,0.5,1,2.2,3.6,18.6
51,Joe Barry Carroll\carrojo01,C,31,TOT,76,47,22.6,4.1,10,0.411,0,0,0,4.1,10,0.412,0.411,1.8,2.3,0.774,1.8,4.1,5.8,1.3,0.6,1.5,1.9,2.5,10
51,Joe Barry Carroll\carrojo01,C,31,NJN,46,20,21.8,3.5,8.8,0.393,0,0,0,3.5,8.8,0.395,0.393,1.8,2.3,0.794,1.8,3.7,5.4,0.9,0.4,1.2,1.4,2.7,8.8
51,Joe Barry Carroll\carrojo01,C,31,DEN,30,27,24,5.1,11.8,0.432,0,0,,5.1,11.8,0.432,0.432,1.7,2.3,0.743,1.7,4.7,6.4,1.8,0.9,2,2.6,2.3,11.9
52,Bill Cartwright\cartwbi01,C,32,CHI,71,71,30.4,4.1,8.4,0.488,0,0,,4.1,8.4,0.488,0.488,3.2,3.9,0.811,1.9,4.6,6.5,2,0.5,0.5,1.7,3.4,11.4
53,Terry Catledge\catlete01,PF,26,ORL,74,72,33.3,7.4,15.6,0.474,0,0.1,0.25,7.4,15.5,0.476,0.475,4.6,6.6,0.702,3.7,3.9,7.6,1,0.5,0.2,2.4,2.7,19.4
54,Tom Chambers\chambto01,PF,30,PHO,81,81,37.6,10,20,0.501,0.3,1.1,0.279,9.7,18.9,0.513,0.508,6.9,8,0.861,1.5,5.6,7,2.3,1.1,0.6,2.7,3.2,27.2
55,Rex Chapman\chapmre01,SG,22,CHH,54,52,32.6,7,17.1,0.408,0.9,2.6,0.331,6.1,14.5,0.422,0.433,2.7,3.6,0.75,1,2.4,3.3,2.4,0.9,0.1,1.9,2.1,17.5
56,Maurice Cheeks*\cheekma01,PG,33,TOT,81,62,31.1,3.8,7.5,0.504,0,0.2,0.25,3.7,7.3,0.511,0.507,2.1,2.5,0.847,0.6,2.3,3,5.6,1.5,0.1,1.5,1,9.7
56,Maurice Cheeks*\cheekma01,PG,33,SAS,50,49,35.3,4.3,9,0.478,0,0.2,0.111,4.3,8.8,0.485,0.479,2.3,2.7,0.832,0.8,2.6,3.3,6,1.6,0.1,1.7,0.9,10.9
56,Maurice Cheeks*\cheekma01,PG,33,NYK,31,13,24.3,3,5.1,0.579,0.1,0.2,0.429,2.9,4.9,0.586,0.588,1.8,2.1,0.877,0.4,2,2.4,4.9,1.4,0.2,1.2,1,7.9
57,Derrick Chievous\chievde01,SF,22,TOT,55,0,10.7,1.9,4,0.477,0.1,0.2,0.333,1.9,3.8,0.483,0.484,1.5,2,0.721,0.6,1,1.6,0.6,0.5,0.1,0.8,1.3,5.3
57,Derrick Chievous\chievde01,SF,22,HOU,41,0,12,2.2,4.3,0.506,0.1,0.2,0.375,2.1,4.1,0.512,0.514,1.5,2.1,0.701,0.7,1.1,1.8,0.7,0.6,0.1,1,1.4,6
57,Derrick Chievous\chievde01,SF,22,CLE,14,0,7.1,1.1,3,0.357,0,0.1,0,1.1,2.9,0.366,0.357,1.4,1.7,0.792,0.5,0.6,1.1,0.3,0.2,0.1,0.4,0.8,3.5
58,Ben Coleman\colembe01,PF,28,MIL,22,0,13.9,2.1,4.4,0.474,0,0,0,2.1,4.4,0.479,0.474,1.5,1.9,0.829,1.4,2.5,4,0.5,0.3,0.3,1.2,2.5,5.7
59,Steve Colter\coltest01,PG,27,WSB,73,1,13.4,1.9,4.1,0.478,0,0.1,0,1.9,4,0.486,0.478,1.1,1.3,0.811,0.8,1.7,2.4,2,0.6,0.1,0.5,1.3,4.9
60,Lester Conner\connele01,PG,30,NJN,82,61,28.7,2.9,7,0.414,0,0.2,0.154,2.9,6.8,0.42,0.415,2.1,2.6,0.804,1.1,2.1,3.2,4.7,2.1,0.1,1.7,2.2,7.9
61,Michael Cooper\coopemi01,SG,33,LAL,80,10,23.1,2.4,6.2,0.387,0.6,2,0.318,1.8,4.2,0.42,0.438,1,1.2,0.883,0.7,2.1,2.8,2.7,0.8,0.5,1.1,2.6,6.4
62,Wayne Cooper\coopewa01,C,33,POR,79,0,14.9,1.7,3.8,0.454,0,0,0,1.7,3.8,0.458,0.454,0.3,0.5,0.641,1.5,2.8,4.3,0.6,0.2,1.2,0.5,2.7,3.8
63,Lanard Copeland\copella01,SG,24,PHI,23,0,4.8,1.3,3,0.456,0,0.2,0.2,1.3,2.7,0.476,0.463,0.5,0.6,0.786,0.2,0.3,0.4,0.4,0,0,0.8,0.5,3.2
64,Tyrone Corbin\corbity01,SF,27,MIN,82,80,36.7,6.4,13.2,0.481,0,0.1,0,6.4,13.1,0.486,0.481,2,2.5,0.77,2.7,4.7,7.4,2.6,2.1,0.5,1.7,3.5,14.7
65,Dave Corzine\corzida01,C,33,ORL,6,3,13.2,1.8,4.8,0.379,0,0,,1.8,4.8,0.379,0.379,0,0.3,0,1.2,1.8,3,0.3,0.3,0,1.3,1.2,3.7
66,Pat Cummings\cummipa01,C,33,MIA,37,1,10.6,2.1,4.3,0.484,0,0,,2.1,4.3,0.484,0.484,0.6,1,0.568,0.8,1.8,2.5,0.4,0.3,0.1,0.9,1.6,4.7
67,Terry Cummings\cummite01,PF,28,SAS,81,78,34.8,9,18.9,0.475,0.2,0.7,0.322,8.8,18.2,0.481,0.481,4.2,5.4,0.78,2.8,5.6,8.4,2.7,1.4,0.6,2.5,3.5,22.4
68,Dell Curry\curryde01,SG,25,CHH,67,13,27.8,6.9,14.8,0.466,0.8,2.2,0.354,6.1,12.6,0.485,0.492,1.4,1.6,0.923,0.5,2,2.5,2.4,1.5,0.4,1.5,2.2,16
69,Quintin Dailey\dailequ01,SG,29,SEA,30,2,16.4,3.2,8,0.404,0,0.2,0.2,3.2,7.8,0.409,0.406,1.7,2.2,0.788,0.6,1.1,1.7,1.1,0.4,0,1.1,2.1,8.2
70,Adrian Dantley*\dantlad01,SF,34,DAL,45,45,28.9,5.1,10.8,0.477,0,0,0,5.1,10.7,0.479,0.477,4.4,5.6,0.787,1.7,2.1,3.8,1.8,0.4,0.2,1.7,2.2,14.7
71,Brad Daugherty\daughbr01,C,24,CLE,41,40,35.1,6,12.4,0.479,0,0,0,6,12.4,0.481,0.479,4.9,7,0.704,1.9,7.2,9.1,3.2,0.7,0.5,2.7,2.6,16.8
72,Brad Davis\davisbr01,PG,34,DAL,73,2,17.7,2.5,5,0.49,0.5,1.4,0.337,2,3.6,0.552,0.538,1.1,1.4,0.77,0.2,1.1,1.3,3.3,0.6,0.1,1.2,2.1,6.4
73,Charles Davis\davisch02,SF,31,CHI,53,0,8.1,1.1,3,0.367,0.1,0.5,0.28,1,2.5,0.383,0.389,0.1,0.2,0.875,0.5,1.1,1.5,0.3,0.2,0.2,0.4,1,2.5
74,Terry Davis\daviste01,PF,22,MIA,63,9,14,1.9,4.2,0.466,0,0,0,1.9,4.1,0.467,0.466,0.9,1.4,0.621,1.5,2.2,3.6,0.4,0.4,0.4,1.1,2.7,4.7
75,Walter Davis\daviswa03,SG,35,DEN,69,0,23.7,7.2,15,0.481,0.1,0.7,0.13,7.1,14.3,0.497,0.484,3,3.3,0.912,0.7,1.9,2.6,2.2,0.9,0.1,1.5,2.3,17.5
76,Johnny Dawkins\dawkijo01,PG,26,PHI,81,81,35.4,5.7,11.7,0.489,0.3,0.8,0.333,5.5,10.9,0.501,0.501,2.6,3,0.861,0.6,2.5,3,7.4,1.5,0.1,2.6,2,14.3
77,Vinny Del Negro\delnevi01,SG,23,SAC,76,29,24.4,3.9,8.5,0.462,0.1,0.4,0.313,3.8,8,0.47,0.47,1.8,2,0.871,0.5,2.1,2.6,3.3,0.8,0.1,1.5,2.4,9.7
78,Byron Dinkins\dinkiby01,PG,22,HOU,33,0,11,1.3,3.3,0.404,0,0.3,0.111,1.3,3,0.43,0.408,0.8,0.9,0.867,0.4,0.8,1.2,2.3,0.6,0.1,1.1,0.9,3.5
79,Vlade Divac*\divacvl01,C,21,LAL,82,5,19.6,3.3,6.7,0.499,0,0.1,0,3.3,6.6,0.504,0.499,1.9,2.6,0.708,2,4.2,6.2,0.9,1,1.4,1.3,2.9,8.5
80,James Donaldson\donalja01,C,32,DAL,73,73,31,3.5,6.6,0.539,0,0,,3.5,6.6,0.539,0.539,2,2.9,0.7,2.1,6.5,8.6,0.8,0.3,0.6,1.6,1.8,9.1
81,Sherman Douglas\douglsh01,PG,23,MIA,81,66,30.5,5.7,11.6,0.494,0.1,0.4,0.161,5.7,11.2,0.505,0.496,2.8,4,0.687,0.9,1.7,2.5,7.6,1.8,0.1,3,2.3,14.3
82,Terry Dozier\doziete01,SF,23,CHH,9,0,10.2,1,3,0.333,0,0.1,0,1,2.9,0.346,0.333,0.4,0.9,0.5,0.8,0.9,1.7,0.3,0.7,0.2,0.8,1.1,2.4
83,Greg Dreiling\dreilgr01,C,27,IND,49,0,6.3,0.4,1.1,0.377,0,0,,0.4,1.1,0.377,0.377,0.5,0.7,0.735,0.4,1.3,1.8,0.2,0.1,0.3,0.4,1.4,1.3
84,Larry Drew\drewla01,PG,31,LAL,80,3,16.7,2.1,4.8,0.444,0.4,1,0.395,1.7,3.8,0.457,0.486,0.6,0.8,0.767,0.2,1.1,1.2,2.7,0.6,0.1,1.2,1.2,5.2
85,Clyde Drexler*\drexlcl01,SG,27,POR,73,73,36.8,9.2,18.6,0.494,0.4,1.5,0.283,8.8,17.1,0.512,0.505,4.6,5.9,0.774,2.8,4.1,6.9,5.9,2,0.7,2.6,3,23.3
86,Kevin Duckworth\duckwke01,C,25,POR,82,82,30,6.7,14,0.478,0,0,,6.7,14,0.478,0.478,2.8,3.8,0.74,2.2,4,6.2,1.1,0.4,0.4,2.1,3.3,16.2
87,Chris Dudley\dudlech02,PF,24,TOT,64,30,21.2,2.3,5.5,0.411,0,0,,2.3,5.5,0.411,0.411,0.9,2.8,0.319,2.7,3.9,6.6,0.6,0.6,1.1,1.3,2.6,5.5
87,Chris Dudley\dudlech02,PF,24,CLE,37,22,18.5,2.1,5.5,0.389,0,0,,2.1,5.5,0.389,0.389,0.7,2.1,0.338,2.4,3.1,5.5,0.5,0.5,1.1,1.3,2.2,5
87,Chris Dudley\dudlech02,PF,24,NJN,27,8,24.9,2.5,5.6,0.441,0,0,,2.5,5.6,0.441,0.441,1.2,3.9,0.305,3.2,5,8.1,0.7,0.8,1.1,1.3,3,6.1
88,Joe Dumars*\dumarjo01,SG,26,DET,75,71,34.4,6.8,14.1,0.48,0.3,0.7,0.4,6.5,13.4,0.485,0.491,4,4.4,0.9,0.8,2,2.8,4.9,0.8,0,1.9,1.7,17.8
89,Mike Dunleavy\dunlemi01,PG,35,MIL,5,0,8.6,0.8,2.8,0.286,0.4,1.8,0.222,0.4,1,0.4,0.357,1.4,1.6,0.875,0,0.4,0.4,2,0.2,0,1.6,1.4,3.4
90,T.R. Dunn\dunntr01,SF,34,DEN,65,2,10.1,0.7,1.5,0.454,0,0,0,0.7,1.5,0.463,0.454,0.4,0.6,0.667,0.9,1.3,2.1,0.7,0.6,0.1,0.3,1,1.8
91,Ledell Eackles\eacklle01,SG,23,WSB,78,8,21.7,5.3,12.1,0.439,0.2,0.8,0.322,5.1,11.3,0.447,0.449,2.7,3.6,0.75,0.9,1.3,2.2,2.3,0.6,0.1,1.8,2,13.5
92,Mark Eaton\eatonma01,C,33,UTA,82,82,27.8,1.9,3.7,0.527,0,0,,1.9,3.7,0.527,0.527,1,1.4,0.669,2.1,5.2,7.3,0.5,0.4,2.5,0.9,2.9,4.8
93,Blue Edwards\edwarbl01,SF,24,UTA,82,49,23,3.5,6.9,0.507,0.1,0.4,0.3,3.4,6.5,0.519,0.515,1.8,2.5,0.719,0.8,2.2,3.1,1.8,0.9,0.4,1.9,3.4,8.9
94,James Edwards\edwarja01,C,34,DET,82,70,27.8,5.6,11.3,0.498,0,0,0,5.6,11.3,0.499,0.498,3.2,4.3,0.749,1.4,2.8,4.2,0.8,0.3,0.5,1.6,3.6,14.5
95,Jay Edwards\edwarja02,SG,21,LAC,4,0,6.5,0.8,1.8,0.429,0,0.5,0,0.8,1.3,0.6,0.429,0.3,0.8,0.333,0.3,0.3,0.5,1,0.3,0,0.3,1,1.8
96,Kevin Edwards\edwarke01,SG,24,MIA,78,54,28.3,5.1,12.3,0.412,0.1,0.4,0.3,4.9,11.9,0.416,0.417,1.8,2.3,0.76,1,2.6,3.6,3.2,1.6,0.4,2.3,1.9,12
97,Craig Ehlo\ehlocr01,SG,28,CLE,81,64,35.7,5.4,11.6,0.464,1.3,3.1,0.419,4.1,8.5,0.48,0.519,1.6,2.3,0.681,1.8,3.6,5.4,4.6,1.6,0.3,2,2.8,13.6
98,Sean Elliott\elliose01,SF,21,SAS,81,69,25.1,3.8,8,0.481,0,0.1,0.111,3.8,7.9,0.486,0.481,2.3,2.7,0.866,1.6,2.1,3.7,1.9,0.6,0.2,1.4,2.1,10
99,Dale Ellis\ellisda01,SG,29,SEA,55,49,37,9.1,18.4,0.497,1.7,4.7,0.375,7.4,13.7,0.538,0.544,3.5,4.3,0.818,1.6,2.7,4.3,2,1.1,0.1,2.2,2.3,23.5
100,Pervis Ellison\ellispe01,C,22,SAC,34,22,25.5,3.3,7.4,0.442,0,0.1,0,3.3,7.3,0.446,0.442,1.4,2.3,0.628,1.9,3.9,5.8,1.9,0.5,1.7,1.8,3.9,8
101,Alex English*\englial01,SF,36,DEN,80,80,27.6,7.9,16.2,0.491,0,0.1,0.4,7.9,16.1,0.491,0.492,2,2.3,0.88,1.5,2.1,3.6,2.8,0.6,0.3,1.2,1.6,17.9
102,Patrick Ewing*\ewingpa01,C,27,NYK,82,82,38.6,11.2,20.4,0.551,0,0,0.25,11.2,20.4,0.552,0.551,6.1,7.9,0.775,2.9,8,10.9,2.2,1,4,3.4,4,28.6
103,Jim Farmer\farmeji01,SG,25,SEA,38,0,10.5,2.3,5.3,0.438,0.2,0.7,0.296,2.1,4.6,0.46,0.458,1.5,2.1,0.713,0.4,0.7,1.1,0.7,0.4,0,0.7,1.2,6.4
104,Duane Ferrell\ferredu01,SF,24,ATL,14,0,2.1,0.4,1,0.357,0,0.1,0,0.4,0.9,0.385,0.357,0.1,0.4,0.333,0.2,0.3,0.5,0.1,0.1,0,0.1,0.2,0.9
105,Vern Fleming\flemive01,PG,27,IND,82,82,35.1,5.7,11.2,0.508,0.1,0.4,0.353,5.5,10.8,0.514,0.515,2.8,3.6,0.782,1.4,2.5,3.9,7.4,1.1,0.1,2.5,2.6,14.3
106,Sleepy Floyd\floydsl01,PG,29,HOU,82,73,32.1,4.4,9.8,0.451,1.1,2.9,0.38,3.3,6.9,0.48,0.506,2.3,2.8,0.806,0.6,1.9,2.4,7.3,1.1,0.1,2.5,1.9,12.2
